entry_id,idprod,date,min_price,avg_price
2842,17,2019-08-14,1999.9,2328.2855555555557
2843,17,2019-08-15,1999.9,2343.6188888888887
2844,17,2019-08-19,1999.9,2338.0633333333335
2845,17,2019-08-20,1999.9,2338.3966666666665
2846,17,2019-08-21,1999.9,2338.952222222222
2847,17,2019-08-22,2143.8,2438.507777777778
2848,17,2019-08-23,2141.8,2428.841111111111
2849,17,2019-08-24,2141.8,2353.3966666666665
2850,17,2019-08-25,2141.8,2358.9522222222217
2851,17,2019-08-26,2141.8,2382.2855555555557
2852,17,2019-08-27,2126.99,2531.73
2853,17,2019-08-28,2129.99,2537.952222222222
2854,17,2019-08-29,2128.99,2537.841111111111
2855,17,2019-08-30,2143.8,2373.514444444444
2856,17,2019-08-31,2144.8,2374.403333333333
2857,17,2019-09-02,2144.8,2541.952222222222
2858,17,2019-09-03,2139.9,2372.1744444444444
2859,17,2019-09-04,2139.9,2339.617777777778
2860,17,2019-09-05,2139.99,2507.284444444444
2861,17,2019-09-06,2139.9,2338.8399999999997
2862,17,2019-09-07,2139.9,2338.728888888889
2863,17,2019-09-08,2139.9,2243.1733333333336
2864,17,2019-09-09,2139.9,2277.507777777778
2865,17,2019-09-11,2139.9,2242.9511111111115
2866,17,2019-09-12,2139.9,2243.2844444444445
2867,17,2019-09-13,2139.9,2327.9511111111115
2868,17,2019-09-14,2139.99,2452.3955555555553
2869,17,2019-09-17,2139.99,2389.506666666666
2870,17,2019-09-18,1999.9,2302.174444444444
2871,17,2019-09-20,2139.99,2447.73
2872,17,2019-09-21,2139.99,2388.0633333333335
2873,17,2019-09-22,2139.99,2343.6188888888883
2874,17,2019-09-24,2139.99,2350.841111111111
2875,17,2019-09-25,2139.99,2350.73
2876,17,2019-09-26,2139.99,2350.507777777778
2877,17,2019-09-27,2139.99,2364.6188888888887
2878,17,2019-09-28,1999.99,2315.5066666666667
2879,17,2019-09-29,1999.99,2511.0622222222223
2880,17,2019-10-01,1999.99,2511.1733333333336
2881,17,2019-10-03,2099.9,2515.3966666666665
2882,17,2019-10-04,2099.9,2470.73
2883,17,2019-10-05,1999.99,2421.9511111111115
2884,17,2019-10-09,1999.99,2422.0622222222223
2885,17,2019-10-11,2099.9,2510.841111111111
2886,17,2019-10-12,2099.9,2476.841111111111
2887,17,2019-10-14,2099.9,2544.507777777778
2888,17,2019-10-15,2099.9,2544.507777777778
2889,17,2019-10-16,2099.9,2544.3966666666665
2890,17,2019-10-17,2099.9,2544.3966666666665
2891,17,2019-10-18,2099.9,2597.841111111111
2892,17,2019-10-19,1999.99,2422.395555555556
2893,17,2019-10-22,1999.99,2422.617777777778
2894,17,2019-10-23,2099.9,2598.0633333333335
2895,17,2019-10-24,2099.9,2542.507777777778
2896,17,2019-10-25,2099.9,2542.1744444444444
2897,17,2019-10-26,2099.9,2539.6188888888887
2898,17,2019-10-28,2099.9,2592.841111111111
2899,17,2019-10-29,2099.9,2500.73
2900,17,2019-10-30,2099.9,2501.952222222222
2901,17,2019-10-31,2099.9,2506.952222222222
2902,17,2019-11-01,2099.9,2489.0633333333335
2903,17,2019-11-02,2099.9,2480.051111111111
2904,17,2019-11-03,2099.9,2456.717777777778
2905,17,2019-11-04,2099.9,2544.507777777778
2906,17,2019-11-05,2099.9,2544.6188888888887
2907,17,2019-11-06,2099.9,2544.507777777778
2908,17,2019-11-07,2099.9,2544.952222222222
2909,17,2019-11-08,2099.9,2544.841111111111
2910,17,2019-11-09,2099.9,2604.6188888888887
2911,17,2019-11-13,2099.9,2564.0633333333335
2912,17,2019-11-14,2099.9,2564.257
2913,17,2019-11-15,2099.9,2564.557
2914,17,2019-11-19,2099.9,2499.156
2915,17,2019-11-20,2099.9,2645.3559999999998
2916,17,2019-11-21,2099.9,2645.556
2917,17,2019-11-22,2099.9,2645.856
2918,17,2019-11-23,2099.9,2645.456
2919,17,2019-11-25,2099.9,2645.056
2920,17,2019-11-27,2099.9,2645.456
2921,17,2019-11-28,2099.9,2645.7560000000003
2922,17,2019-11-30,2099.9,2645.556
2923,17,2019-12-03,2099.9,2645.456
2924,17,2019-12-04,2099.9,2551.456
2925,17,2019-12-05,2099.9,2525.257
2926,17,2019-12-06,2099.9,2525.357
2927,17,2019-12-07,2099.9,2525.557
2928,17,2019-12-10,2099.9,2525.457
2929,17,2019-12-11,2099.9,2505.657
2930,17,2019-12-12,2099.9,2493.2560000000003
2931,17,2019-12-13,2099.9,2487.995
2932,17,2019-12-14,2099.9,2487.895
2933,17,2019-12-16,2099.9,2494.0950000000003
2934,17,2019-12-17,2099.9,2500.295
2935,17,2019-12-18,2099.9,2505.556
2936,17,2019-12-19,2099.9,2495.457
2937,17,2019-12-20,2099.9,2505.2560000000003
2938,17,2019-12-21,2099.9,2505.156
2939,17,2019-12-24,2099.9,2504.956
2940,17,2019-12-25,2099.9,2505.7560000000003
2941,17,2019-12-28,2099.9,2490.657
2942,17,2019-12-30,2099.9,2505.7560000000003
2943,17,2019-12-31,2099.9,2505.656
2944,17,2020-01-01,2099.9,2505.7560000000003
2945,17,2020-01-02,2099.9,2580.657
2946,17,2020-01-04,1799.9,2475.7560000000003
2947,17,2020-01-06,1799.9,2475.556
2948,17,2020-01-07,1799.9,2470.356
2949,17,2020-01-08,1799.9,2468.776
2950,17,2020-01-09,1799.9,2468.876
2951,17,2020-01-10,1799.9,2468.976
2952,17,2020-01-11,1799.9,2469.1760000000004
2953,17,2020-01-16,1799.9,2469.203
2954,17,2020-01-18,1799.9,2471.335
2955,17,2020-01-21,1799.9,2426.29
2956,17,2020-01-24,1799.9,2466.191
2957,17,2020-01-25,1799.9,2466.182
2958,17,2020-01-28,1799.9,2466.2
2959,17,2020-01-29,1799.9,2471.299
2960,17,2020-01-31,1799.9,2406.299
2961,17,2020-02-01,1799.9,2406.299
2962,17,2020-02-05,1799.9,2399.8900000000003
2963,17,2020-02-06,1799.9,2386.162
2964,17,2020-02-07,1799.9,2385.6620000000003
2965,17,2020-02-08,1799.9,2385.152
2966,17,2020-02-09,1799.9,2385.052
2967,17,2020-02-11,1799.9,2414.2860000000005
2968,17,2020-02-12,1799.9,2414.5860000000002
2969,17,2020-02-13,1799.9,2414.7200000000003
2970,17,2020-02-14,1799.9,2414.62
2971,17,2020-02-15,1799.9,2416.0480000000002
2972,17,2020-02-17,1799.9,2492.149
2973,17,2020-02-18,1799.9,2482.5379999999996
2974,17,2020-02-19,1799.9,2482.7380000000003
2975,17,2020-02-20,1799.9,2480.8740000000003
2976,17,2020-02-21,1799.9,2476.687
2977,17,2020-02-22,1799.9,2478.387
2978,17,2020-02-25,1799.9,2478.5860000000002
2979,17,2020-02-26,1799.9,2469.508
2980,17,2020-02-27,1799.9,2469.723
2981,17,2020-02-29,1799.9,2469.923
2982,17,2020-03-01,1799.9,2480.022
