entry_id,idprod,date,min_price,avg_price
523,11,2020-06-04,2699.99,3256.995
524,11,2020-06-05,2699.99,3256.8949999999995
525,11,2020-06-06,2699.99,3209.4559999999997
526,11,2020-06-08,2699.99,3209.5559999999996
527,11,2020-06-10,2699.99,3209.4559999999997
528,11,2020-06-11,2699.99,3208.756
529,11,2020-06-12,2699.99,3208.8559999999998
530,11,2020-06-13,2699.99,3208.756
531,11,2020-06-17,2699.99,3208.9559999999997
532,11,2020-06-18,2699.99,3209.0559999999996
